newid,year_month,dcf,dcs,dcn,dlcf,dlcs,dlcn,dnumadult,dnumkids,age,taxreb,ltaxreb,l2taxreb
115981,200111,7,133.0,-251.0,0.006208446,0.056840762,-0.07756782,0,0,64.0,0,600.0,0.0
115983,200106,1045,1675.0,3011.0,1.031345,0.43210503,0.59858525,0,0,40.5,0,0.0,0.0
115983,200109,-675,-63.0,-235.0,-0.5372387,-0.013284328,-0.03578608,0,0,41.0,0,0.0,0.0
115984,200105,2031,3773.0,4326.0,0.9207451,0.824491,0.88675964,0,0,77.0,0,0.0,0.0
115985,200106,105,546.0,384.0,0.074107975,0.23160408,0.109698914,0,0,42.0,0,0.0,0.0
115986,200105,-166,106.0,230.0,-0.30026084,0.06281686,0.11220334,1,0,35.0,0,0.0,0.0
115986,200108,371,475.0,207.0,0.5781293,0.24124411,0.091232575,0,0,35.0,0,0.0,0.0
115986,200111,-340,-417.0,-188.0,-0.5147782,-0.20847282,-0.08250291,0,0,36.0,0,0.0,0.0
115989,200106,-1706,-1841.0,-4581.0,-1.2407521,-0.64128834,-1.0574428,0,0,76.0,0,0.0,0.0
115989,200109,-15,-120.0,-120.0,-0.021850834,-0.06038051,-0.050473288,0,0,76.0,600,0.0,0.0
115989,200112,-75,-95.0,14.0,-0.11704693,-0.050529227,0.0060215234,0,0,76.0,0,600.0,0.0
115993,200105,-2,32.0,-156.0,-0.0022396427,0.013152677,-0.054654583,0,0,63.0,0,0.0,0.0
115993,200108,5,1688.0,1600.0,0.0055897296,0.5242911,0.45499235,0,0,64.0,0,0.0,0.0
115993,200111,127,-1501.0,-1591.0,0.13241595,-0.45070827,-0.4517567,0,0,64.0,0,0.0,0.0
115994,200104,988,4814.0,4958.0,0.6447923,1.243785,0.9556604,0,0,62.0,0,0.0,0.0
115994,200107,-279,-4032.0,-4549.0,-0.14410034,-0.9065805,-0.83165616,0,0,62.5,0,0.0,0.0
115994,200110,220,162.0,400.0,0.11531085,0.057605688,0.10800885,0,0,62.5,400,0.0,0.0
115995,200106,102,328.0,-105.0,0.07394672,0.13457389,-0.035506688,0,0,46.0,0,0.0,0.0
115995,200109,45,-384.0,-472.0,0.030962225,-0.15947513,-0.17730832,0,0,46.0,0,0.0,0.0
115995,200112,207,773.0,818.0,0.13124219,0.29865274,0.28983757,0,0,47.0,0,0.0,0.0
116000,200106,807,1242.0,1726.0,0.4405091,0.40843928,0.35206777,0,0,38.0,0,0.0,0.0
116000,200109,-542,-907.0,-1405.0,-0.2735078,-0.2808659,-0.2765113,0,0,38.0,600,0.0,0.0
116000,200112,537,414.0,184.0,0.27129784,0.138035,0.040867336,0,0,38.5,0,600.0,0.0
116002,200104,925,203.0,-502.0,0.63854307,0.06474443,-0.11024756,0,0,48.0,0,0.0,0.0
116002,200107,-660,-892.0,-1485.0,-0.41058022,-0.3222441,-0.42279574,-1,0,48.5,0,0.0,0.0
116002,200110,131,53.0,7887.0,0.09600924,0.022340234,1.3336387,0,0,49.0,600,0.0,0.0
116004,200105,1036,10839.0,14502.0,0.45582893,1.3019058,1.317938,0,0,51.0,0,0.0,0.0
116004,200108,-906,-5838.0,-10120.0,-0.38587037,-0.49774745,-0.7154617,0,0,52.0,0,0.0,0.0
116004,200111,-180,-5773.0,-5406.0,-0.09822503,-1.0156418,-0.81711996,1,-1,52.0,0,0.0,0.0
116006,200106,-667,-1124.0,-783.0,-0.41571635,-0.3141753,-0.16415805,0,0,35.5,0,0.0,0.0
116006,200109,564,1003.0,1538.0,0.36176243,0.28472203,0.30041677,0,1,35.5,0,0.0,0.0
116007,200105,-90,-1958.0,-2937.0,-0.062088903,-0.7144947,-0.9051005,0,0,26.0,0,0.0,0.0
116007,200108,-126,-215.0,-130.0,-0.09395878,-0.12165306,-0.067383,0,0,27.0,0,0.0,0.0
116007,200111,736,1447.0,1449.0,0.45454067,0.6262794,0.57489485,0,0,27.0,300,0.0,0.0
116012,200106,-210,630.0,1022.0,-0.13846968,0.18615744,0.22236352,1,-1,47.0,0,0.0,0.0
116012,200109,476,4375.0,4100.0,0.29015425,0.7791245,0.58769995,1,-1,47.0,600,0.0,0.0
116014,200104,-95,407.0,171.0,-0.05437677,0.13736808,0.041912764,0,0,70.5,0,0.0,0.0
116014,200107,603,221.0,269.0,0.30358437,0.067372724,0.06257127,0,0,70.5,0,0.0,0.0
116014,200110,-155,-139.0,84.0,-0.069675446,-0.04184207,0.018763114,0,0,70.5,347,0.0,0.0
116015,200106,349,1282.0,1555.0,0.191239,0.38972855,0.44068742,1,0,23.0,0,0.0,0.0
116019,200105,27,180.0,290.0,0.105360515,0.27443683,0.24533087,0,0,80.0,0,0.0,0.0
116019,200108,54,-66.0,124.0,0.18232156,-0.09211529,0.08894748,0,0,80.0,0,0.0,0.0
116019,200111,75,113.0,69.0,0.2082179,0.15289676,0.046270404,0,0,80.0,0,0.0,0.0
116020,200105,-1452,-7123.0,-11079.0,-0.10079269,-0.29398355,-0.2835457,0,0,49.0,0,0.0,0.0
116020,200108,-3045,-440.0,6770.0,-0.25153357,-0.021337247,0.18259276,0,0,50.0,0,0.0,0.0
116020,200111,-3973,-8491.0,-20743.0,-0.46705878,-0.5381706,-0.7161132,0,0,50.0,0,0.0,0.0
116021,200105,-349,-594.0,-573.0,-0.4167591,-0.42212486,-0.30910087,0,0,71.0,0,0.0,0.0
116021,200108,144,475.0,965.0,0.1933714,0.3506444,0.47622633,0,0,71.0,0,0.0,0.0
116021,200111,900,917.0,732.0,0.74141395,0.45170206,0.2526223,0,0,71.0,415,0.0,0.0
116023,200106,191,-269.0,-548.0,0.12545125,-0.097736105,-0.18610932,0,0,30.0,0,0.0,0.0
116023,200109,-906,-1042.0,-861.0,-0.81929845,-0.5070161,-0.3877066,0,0,30.0,0,0.0,0.0
116023,200112,325,-15.0,-69.0,0.37513104,-0.009551171,-0.0386928,0,0,30.0,300,0.0,0.0
116028,200104,127,187.0,195.0,0.08927597,0.089899555,0.062430255,0,0,54.5,0,0.0,0.0
116028,200107,-693,-579.0,-505.0,-0.62743247,-0.30952817,-0.17047395,-1,0,54.5,0,0.0,0.0
116028,200110,206,-50.0,-67.0,0.23067182,-0.031829547,-0.024968691,0,0,54.5,600,0.0,0.0
116030,200112,-624,-921.0,-921.0,-3.256557,-1.1230851,-0.9362914,0,0,50.0,0,19.0,0.0
116032,200106,-115,-79.0,140.0,-0.07792631,-0.020028556,0.033304695,0,0,31.0,0,0.0,0.0
116032,200109,-480,-619.0,-515.0,-0.4128922,-0.17258677,-0.1283972,0,0,31.0,0,0.0,0.0
116032,200112,810,993.0,1489.0,0.621984,0.2640483,0.3336941,0,0,32.0,600,0.0,0.0
116034,200104,-29,153.0,168.0,-0.047824446,0.08317751,0.08918373,0,0,66.5,0,0.0,0.0
116034,200107,657,2087.0,2126.0,0.74659187,0.7365324,0.7322409,0,0,66.5,0,0.0,0.0
116035,200104,334,1989.0,433.0,0.16328868,0.42506754,0.059903115,0,0,44.5,0,0.0,0.0
116035,200107,-678,-1673.0,1056.0,-0.36502206,-0.34426716,0.13260777,1,0,44.5,0,0.0,0.0
116035,200110,466,507.0,-1234.0,0.2645112,0.11737355,-0.15680031,0,0,45.0,600,0.0,0.0
116039,200106,-807,-465.0,-1663.0,-0.1471928,-0.059431016,-0.17267908,0,0,54.5,0,0.0,0.0
116039,200109,-2158,-2619.0,-1699.0,-0.55173767,-0.4229331,-0.21389258,0,0,55.0,0,0.0,0.0
116039,200112,10743,13407.0,12291.0,1.5401525,1.3069465,1.0025766,0,0,55.5,600,0.0,0.0
116040,200106,-335,-831.0,-758.0,-0.2794675,-0.37575626,-0.29769582,0,0,75.0,0,0.0,0.0
116040,200109,201,449.0,598.0,0.17685267,0.22028546,0.24181536,0,0,76.0,0,0.0,0.0
116041,200105,-139,-121.0,-223.0,-0.17002402,-0.047506478,-0.08544348,0,0,21.0,0,0.0,0.0
116042,200105,594,677.0,667.0,0.40630862,0.23636805,0.22239645,0,0,39.0,0,0.0,0.0
116042,200108,420,377.0,248.0,0.2119513,0.11084916,0.07152081,1,-1,39.0,0,0.0,0.0
116042,200111,-995,-912.0,-440.0,-0.6023534,-0.29279765,-0.13063313,1,0,39.0,500,0.0,0.0
116043,200105,-696,-890.0,-1452.0,-0.44725907,-0.27235237,-0.32058105,0,0,50.0,0,0.0,0.0
116043,200108,35,65.0,-165.0,0.027968263,0.022605726,-0.043895863,0,0,50.0,0,0.0,0.0
116043,200111,-555,-880.0,-1169.0,-0.5751015,-0.3604155,-0.38261157,-1,0,50.0,0,0.0,0.0
116046,200106,-2515,-3294.0,-3614.0,-1.9260676,-0.6954318,-0.68373567,0,0,33.0,0,0.0,0.0
116046,200109,951,354.0,450.0,1.1683818,0.10252026,0.1152759,0,0,33.0,225,0.0,0.0
116046,200112,-281,-501.0,-753.0,-0.22768283,-0.14838697,-0.20112783,-2,-1,33.0,300,225.0,0.0
116051,200104,1115,4523.0,4539.0,0.89146906,1.2411208,1.1635448,0,0,56.0,0,0.0,0.0
116052,200106,870,596.0,405.0,0.44320545,0.19285357,0.12384104,0,0,58.0,0,0.0,0.0
116052,200109,-90,-184.0,445.0,-0.037740327,-0.055670757,0.12043188,0,0,58.0,0,0.0,0.0
116052,200112,-261,-499.0,-558.0,-0.11826392,-0.16872431,-0.153471,0,0,58.0,50,0.0,0.0
116053,200104,-930,10.0,-276.0,-0.47613236,0.0027901803,-0.07285543,0,0,38.0,0,0.0,0.0
116053,200107,360,1301.0,1356.0,0.2119334,0.3093187,0.3157617,0,0,38.0,0,0.0,0.0
116053,200110,330,527.0,974.0,0.16132458,0.102349855,0.17771833,0,0,38.0,400,0.0,0.0
116054,200106,4,774.0,436.0,0.005215136,0.38367864,0.15744153,0,0,33.0,0,0.0,0.0
116054,200109,1959,2124.0,2373.0,1.2662331,0.6283067,0.5838065,0,0,34.0,300,0.0,0.0
116054,200112,-2047,-2408.0,-2579.0,-1.3877617,-0.7526468,-0.655117,0,0,34.0,300,300.0,0.0
116055,200105,-734,-490.0,-851.0,-0.24214809,-0.090500996,-0.14594023,0,0,48.0,0,0.0,0.0
116055,200108,-455,-610.0,-380.0,-0.18613622,-0.12547249,-0.07274542,0,0,48.0,0,0.0,0.0
116055,200111,-70,458.0,385.0,-0.031980798,0.09564882,0.07366818,1,0,48.0,300,0.0,0.0
116056,200106,49,-1419.0,-1349.0,0.01859989,-0.21701035,-0.16634177,0,0,43.0,0,0.0,0.0
116056,200109,-684,-576.0,-299.0,-0.2973817,-0.10355931,-0.040939387,0,0,43.0,600,0.0,0.0
116056,200112,419,-356.0,-1298.0,0.1923972,-0.069818586,-0.20017388,2,-1,44.0,0,600.0,0.0
116057,200105,654,1185.0,1283.0,0.5365505,0.26513934,0.25747532,0,0,33.0,0,0.0,0.0
116057,200108,-11,-631.0,605.0,-0.0070086303,-0.13240893,0.10169137,0,0,34.0,0,0.0,0.0
116057,200111,-37,-107.0,-225.0,-0.023941616,-0.024300048,-0.036622208,-1,0,34.0,600,0.0,0.0
116059,200104,751,1290.0,1318.0,0.74403596,0.78845733,0.7941283,0,0,24.0,0,0.0,0.0
116059,200107,-666,-845.0,-582.0,-0.62625295,-0.44206768,-0.2770664,0,0,24.0,0,0.0,0.0
116059,200110,370,536.0,347.0,0.3945121,0.30205202,0.17424367,0,0,24.0,300,0.0,0.0
116060,200106,113,983.0,623.0,0.08858118,0.3098839,0.16880082,0,0,28.0,0,0.0,0.0
116060,200109,283,-801.0,-932.0,0.19252191,-0.2447912,-0.2644357,0,0,28.0,0,0.0,0.0
116060,200112,138,295.0,341.0,0.081944935,0.097259924,0.105035685,0,0,29.0,0,0.0,0.0
116062,200109,-206,-313.0,-876.0,-0.17137255,-0.12350651,-0.27152663,0,0,30.5,0,0.0,0.0
116062,200112,-262,-776.0,108.0,-0.27148008,-0.3943968,0.037740327,0,0,30.5,0,0.0,0.0
116063,200106,-526,-427.0,-422.0,-0.69986826,-0.22479507,-0.18760505,0,0,53.0,0,0.0,0.0
116063,200109,130,1032.0,1922.0,0.22352883,0.47574273,0.6626124,0,0,53.0,600,0.0,0.0
116066,200106,390,513.0,918.0,0.47058126,0.21327107,0.33547926,0,0,78.0,0,0.0,0.0
116066,200109,-520,-1131.0,-1531.0,-0.6941101,-0.5506705,-0.6449633,0,0,78.0,0,0.0,0.0
116066,200112,0,-426.0,-426.0,0.0,-0.32382527,-0.29044724,-1,-2,78.0,0,0.0,0.0
116067,200106,-227,-395.0,-237.0,-0.17472337,-0.1656149,-0.069621414,1,0,46.0,0,0.0,0.0
116067,200109,-94,172.0,892.0,-0.082358256,0.07550755,0.24009669,0,0,46.0,0,0.0,0.0
116067,200112,-675,210.0,-414.0,-0.95825493,0.08507151,-0.104324125,-1,0,46.0,0,0.0,0.0
116070,200106,-724,-539.0,-383.0,-0.4220063,-0.20523262,-0.13137548,0,0,25.0,0,0.0,0.0
116070,200109,-331,-7.0,335.0,-0.274475,-0.002962965,0.115826085,0,0,25.0,300,0.0,0.0
116070,200112,-118,370.0,77.0,-0.11945428,0.14569744,0.024827972,0,0,25.0,600,300.0,0.0
116072,200106,-56,-515.0,-427.0,-0.047186513,-0.1445696,-0.10203423,0,0,51.0,0,0.0,0.0
116072,200109,0,-87.0,24.0,0.0,-0.026627434,0.0060195816,0,0,51.0,0,0.0,0.0
116072,200112,251,81.0,683.0,0.19603214,0.024813648,0.15768103,0,0,51.5,600,0.0,0.0
116073,200106,165,117.0,827.0,0.09938959,0.038371652,0.21459773,0,0,45.0,0,0.0,0.0
116073,200109,80,216.0,-522.0,0.044850565,0.06718945,-0.13000123,0,0,45.0,600,0.0,0.0
116073,200112,545,462.0,646.0,0.26143605,0.13014117,0.1585483,0,0,45.5,0,600.0,0.0
116075,200105,-1883,-1586.0,-1867.0,-1.3979574,-0.61937195,-0.57800627,0,0,34.0,0,0.0,0.0
116075,200108,87,13.0,220.0,0.13170935,0.0070062266,0.088198155,0,0,34.0,0,0.0,0.0
116075,200111,164,278.0,297.0,0.20914532,0.13915464,0.10792821,0,0,35.0,400,0.0,0.0
116076,200106,456,-842.0,-794.0,0.16045573,-0.15569296,-0.11516624,0,0,53.5,0,0.0,0.0
116076,200109,2558,5618.0,6170.0,0.6051896,0.75332445,0.66706043,0,0,54.0,0,0.0,0.0
116076,200112,546,-2756.0,-3374.0,0.0924986,-0.3005757,-0.30950963,1,-1,54.5,600,0.0,0.0
116079,200104,76,-132.0,-843.0,0.10391855,-0.065695256,-0.22373825,0,0,55.0,0,0.0,0.0
116079,200107,180,504.0,889.0,0.21007147,0.23052366,0.23461822,0,0,55.0,0,0.0,0.0
116079,200110,-180,-59.0,830.0,-0.21007147,-0.024396496,0.17835385,0,0,55.5,0,0.0,0.0
116080,200104,-104,310.0,-1924.0,-0.076283306,0.12011324,-0.33207598,0,1,33.5,0,0.0,0.0
116080,200107,277,218.0,2381.0,0.19155219,0.07658235,0.39703664,0,0,34.5,0,0.0,0.0
116080,200110,-524,-465.0,-177.0,-0.4001301,-0.17108963,-0.024661647,0,0,34.5,600,0.0,0.0
116081,200104,-1225,-1385.0,-1892.0,-0.87546873,-0.44240654,-0.4772919,0,0,52.0,0,0.0,0.0
116081,200110,75,477.0,1062.0,0.10919929,0.17335288,0.31287232,0,0,53.0,0,0.0,0.0
116083,200105,484,512.0,1151.0,0.47549167,0.33315733,0.47401297,0,0,84.5,0,0.0,0.0
116083,200108,-775,-697.0,-567.0,-0.93125755,-0.487308,-0.20574898,0,0,84.5,0,0.0,0.0
116083,200111,321,305.0,345.0,0.49280712,0.24276951,0.13015139,0,0,84.5,0,0.0,0.0
116084,200104,753,461.0,-1562.0,0.3921972,0.081056565,-0.20677502,0,0,34.5,0,0.0,0.0
116084,200107,105,281.0,1768.0,0.044245683,0.046366468,0.23111172,0,0,34.5,0,0.0,0.0
116084,200110,-198,1110.0,35.0,-0.08513949,0.16464502,0.0040766466,0,0,35.0,600,0.0,0.0
116086,200104,-845,-816.0,-762.0,-1.0498221,-0.59439826,-0.43007746,0,0,47.0,0,0.0,0.0
116086,200107,300,245.0,-157.0,0.5064203,0.21815601,-0.11734237,0,0,47.0,0,0.0,0.0
116086,200110,-175,-175.0,-80.0,-0.26368964,-0.1508229,-0.06554352,0,0,47.0,0,0.0,0.0
116089,200104,-134,112.0,-196.0,-0.06481959,0.028313316,-0.041338656,0,0,61.0,0,0.0,0.0
116089,200107,160,-192.0,648.0,0.07692402,-0.049039446,0.13062018,0,0,61.0,0,0.0,0.0
116089,200110,-761,-764.0,-1384.0,-0.43409884,-0.22314355,-0.3031705,0,0,61.0,500,0.0,0.0
116090,200105,-645,527.0,307.0,-0.41283357,0.09926275,0.049299538,0,0,55.5,0,0.0,0.0
116090,200108,103,-2791.0,-2657.0,0.07845666,-0.6940441,-0.53841466,0,0,55.5,0,0.0,0.0
116090,200111,-161,-208.0,-693.0,-0.12550507,-0.07759297,-0.20584439,0,0,56.0,600,0.0,0.0
116095,200104,-10,39.0,-639.0,-0.011976191,0.016990172,-0.20831873,0,0,26.5,0,0.0,0.0
116095,200107,640,700.0,1489.0,0.571592,0.26419014,0.43157998,0,0,27.0,0,0.0,0.0
116095,200110,-250,-733.0,-1561.0,-0.18641154,-0.27854759,-0.45802295,0,0,27.5,600,0.0,0.0
116096,200105,630,184.0,-211.0,0.66356593,0.05235904,-0.04576316,0,0,59.0,0,0.0,0.0
116096,200108,-416,139.0,105.0,-0.3860248,0.037812203,0.023034912,0,0,59.0,0,0.0,0.0
116096,200111,1022,544.0,834.0,0.7689121,0.13559812,0.166253,0,0,59.0,300,0.0,0.0
116097,200105,189,-698.0,-941.0,3.48124,-0.4371647,-0.55342454,1,0,45.0,0,0.0,0.0
116097,200108,129,425.0,499.0,0.50774395,0.28807476,0.33073252,0,0,45.0,0,0.0,0.0
116097,200111,84,79.0,5.0,0.23052366,0.04547546,0.002817697,0,0,45.0,0,0.0,0.0
116098,200106,-240,-69.0,-491.0,-0.1462455,-0.020705916,-0.13030198,0,0,29.0,0,0.0,0.0
116098,200109,-30,-651.0,-741.0,-0.019881371,-0.2198893,-0.23576538,0,0,29.0,0,0.0,0.0
116098,200112,141,207.0,854.0,0.09018572,0.0752946,0.26729262,0,0,29.5,300,0.0,0.0
116099,200104,147,-8779.0,-11079.0,0.06725608,-1.0732251,-1.128804,0,0,54.5,0,0.0,0.0
116099,200107,460,562.0,2.0,0.18526706,0.11619831,0.00037757223,0,0,54.5,0,0.0,0.0
116099,200110,130,130.0,1308.0,0.046687115,0.025059137,0.22064893,0,0,54.5,0,0.0,0.0
116101,200105,1378,3147.0,3477.0,0.9665433,0.94526684,0.8588009,0,0,48.0,0,0.0,0.0
116101,200108,2361,2599.0,2574.0,0.7234827,0.40876257,0.35533142,0,0,48.0,0,0.0,0.0
116103,200106,-406,-746.0,174.0,-0.26344872,-0.32927743,0.052469075,0,0,64.0,0,0.0,0.0
116103,200109,-617,-185.0,-1351.0,-0.6125907,-0.10170802,-0.5056491,0,0,64.0,0,0.0,0.0
116103,200112,-13,-270.0,-101.0,-0.017968694,-0.16989903,-0.05044765,0,0,65.0,216,0.0,0.0
116104,200107,-81,-642.0,542.0,-0.028528083,-0.111206345,0.064232476,0,0,44.5,0,0.0,0.0
116104,200110,-226,-605.0,-2825.0,-0.084189676,-0.11748535,-0.39195487,0,0,44.5,0,0.0,0.0
116106,200105,1618,2166.0,2586.0,1.0017745,0.5082535,0.4958216,0,0,52.0,0,0.0,0.0
116106,200108,-1401,-2907.0,-3717.0,-0.7938689,-0.7652195,-0.82531893,0,0,52.0,300,0.0,0.0
116106,200111,1599,1478.0,1913.0,0.86845165,0.46021888,0.5068841,0,0,53.0,0,300.0,0.0
116109,200105,64,-633.0,-785.0,0.10382087,-0.40652108,-0.44208565,0,0,66.0,0,0.0,0.0
116109,200108,195,176.0,176.0,0.26271978,0.1305555,0.11746822,0,0,66.5,0,0.0,0.0
116109,200111,-454,-525.0,-375.0,-0.77200574,-0.45427266,-0.26937872,0,0,67.0,0,0.0,0.0
116110,200104,541,1988.0,2853.0,0.4661543,0.38069093,0.3329644,0,0,45.5,0,0.0,0.0
116110,200107,1244,-357.0,464.0,0.6188273,-0.058536503,0.045029923,0,0,45.5,0,0.0,0.0
116110,200110,-1376,-282.0,-3253.0,-0.71413743,-0.048790164,-0.36917034,0,0,46.5,600,0.0,0.0
116111,200105,-411,-1528.0,-648.0,-0.21607639,-0.3269539,-0.10119408,0,0,37.0,0,0.0,0.0
116111,200108,-500,-881.0,-2305.0,-0.34732908,-0.25229114,-0.4761027,0,1,37.0,0,0.0,0.0
116113,200112,-86,-484.0,-525.0,-0.09703209,-0.3250696,-0.3001046,0,0,22.0,500,300.0,0.0
116114,200106,-10,-533.0,-923.0,-0.009140831,-0.18070996,-0.26769653,0,0,70.0,0,0.0,0.0
116114,200109,640,1246.0,1910.0,0.46228337,0.38050613,0.4917557,0,0,70.0,90,0.0,0.0
116115,200105,-56,-289.0,36.0,-0.088665634,-0.14228922,0.011980177,0,0,41.0,0,0.0,0.0
116115,200108,1878,2050.0,2029.0,1.4132458,0.7346039,0.5135345,0,0,41.0,0,0.0,0.0
116115,200111,-2278,-2979.0,-3309.0,-2.4987,-1.4109616,-1.0641764,0,0,41.0,0,0.0,0.0
116118,200104,11,-23.0,240.0,0.008761506,-0.009161586,0.083877295,0,0,27.5,0,0.0,0.0
116118,200107,-491,-730.0,-877.0,-0.49326983,-0.34547624,-0.34813908,0,0,28.0,0,0.0,0.0
116118,200110,169,670.0,534.0,0.19842497,0.3211737,0.2259885,0,0,28.5,600,0.0,0.0
116119,200104,140,577.0,547.0,0.20212418,0.23253669,0.19815442,0,0,41.0,0,0.0,0.0
116119,200107,152,134.0,-10.0,0.18123163,0.047059245,-0.0032916423,0,0,41.0,0,0.0,0.0
116119,200110,-62,-1.0,-1.0,-0.070006005,-0.00034311204,-0.00032976092,0,0,41.0,600,0.0,0.0
116121,200104,-335,-68.0,-386.0,-0.30205202,-0.030743832,-0.16316152,0,0,52.0,0,0.0,0.0
116121,200107,0,-218.0,-112.0,0.0,-0.10546255,-0.052792653,0,0,52.0,0,0.0,0.0
116121,200110,125,55.0,104.0,0.12361395,0.027674722,0.049112797,0,0,52.0,300,0.0,0.0
116123,200104,-845,-766.0,-1356.0,-1.0498221,-0.43666267,-0.67520624,0,0,45.0,0,0.0,0.0
116123,200107,285,3.0,34.0,0.48635277,0.002142093,0.02389432,0,0,45.0,0,0.0,0.0
116123,200110,-155,-293.0,-227.0,-0.23503834,-0.23444109,-0.17154649,0,0,45.0,0,0.0,0.0
116124,200104,1011,2569.0,1184.0,0.6549141,0.6996324,0.21973385,0,0,38.5,0,0.0,0.0
116124,200107,-914,-1869.0,-2310.0,-0.569887,-0.45588246,-0.48592442,0,0,39.0,0,0.0,0.0
116124,200110,46,-1014.0,-988.0,0.03792705,-0.3759303,-0.31143615,0,0,39.0,0,0.0,0.0
116125,200104,-159,-603.0,-246.0,-0.101978704,-0.24058196,-0.056618895,0,0,71.5,0,0.0,0.0
116125,200107,133,569.0,163.0,0.085998036,0.22845194,0.037871875,0,0,71.5,0,0.0,0.0
116125,200110,333,719.0,1785.0,0.18757416,0.22958365,0.34144324,0,0,71.5,600,0.0,0.0
116128,200105,-336,-426.0,2556.0,-0.45384818,-0.377448,0.70978916,0,0,74.5,0,0.0,0.0
116128,200108,-326,-344.0,-3403.0,-0.8147838,-0.46249688,-1.1290982,0,0,75.0,0,0.0,0.0
116128,200111,390,422.0,254.0,0.9186047,0.5431191,0.14514877,0,0,75.5,0,0.0,0.0
116129,200105,31,176.0,-655.0,0.02000712,0.07020426,-0.20852393,0,0,56.0,0,0.0,0.0
116129,200108,32,168.0,194.0,0.020241044,0.062707104,0.066417284,0,0,56.0,0,0.0,0.0
116129,200111,132,393.0,459.0,0.079416335,0.1329433,0.14153177,0,0,56.5,600,0.0,0.0
116130,200104,-855,650.0,569.0,-0.24533452,0.10608339,0.08465389,0,0,52.0,0,0.0,0.0
116130,200107,915,495.0,1433.0,0.26048633,0.07385355,0.18599999,0,0,52.0,0,0.0,0.0
116130,200110,1499,1242.0,554.0,0.31895486,0.16435099,0.06355349,0,0,53.0,600,0.0,0.0
116131,200105,-94,-241.0,-660.0,-0.10607455,-0.1674613,-0.32016754,0,0,43.0,0,0.0,0.0
116131,200108,675,534.0,521.0,0.5897688,0.3392779,0.26073563,0,0,44.0,0,0.0,0.0
116132,200104,-388,-515.0,-1304.0,-0.19451404,-0.13871872,-0.29966784,0,0,44.0,0,0.0,0.0
116132,200107,-727,-971.0,-254.0,-0.51470697,-0.32927486,-0.070486866,0,0,45.0,0,0.0,0.0
116133,200105,-109,-99.0,6.0,-0.14666934,-0.068515204,0.0032822785,0,0,77.0,0,0.0,0.0
116133,200108,109,105.0,105.0,0.14666934,0.07252055,0.055761725,0,0,77.0,0,0.0,0.0
116133,200111,-150,37.0,257.0,-0.20792823,0.02435132,0.12464648,0,0,77.0,0,0.0,0.0
116134,200106,147,262.0,283.0,0.15951443,0.0639398,0.061857365,0,0,36.0,0,0.0,0.0
116134,200109,183,11.0,181.0,0.16851895,0.0025970975,0.037646122,0,0,36.5,0,0.0,0.0
116134,200112,57,-430.0,-551.0,0.047174655,-0.10690747,-0.11931513,0,0,36.5,0,0.0,0.0
116135,200104,234,198.0,74.0,0.20745462,0.084629714,0.025678024,0,0,48.0,0,0.0,0.0
116135,200107,-339,1155.0,1174.0,-0.3166539,0.38754594,0.3380371,0,0,48.0,0,0.0,0.0
116135,200110,145,-646.0,-233.0,0.14785145,-0.19807786,-0.058611013,0,0,48.0,265,0.0,0.0
116140,200104,0,425.0,739.0,0.0,0.10499577,0.16669527,0,0,47.5,0,0.0,0.0
116140,200107,-130,-682.0,-40.0,-0.06328145,-0.17428638,-0.008345553,0,0,47.5,0,0.0,0.0
116140,200110,0,-692.0,-1833.0,0.0,-0.2146648,-0.48456547,0,0,48.0,600,0.0,0.0
116141,200104,954,2724.0,2422.0,0.44417468,0.53601974,0.38007224,0,0,40.5,0,0.0,0.0
116141,200107,1735,2650.0,4013.0,0.5021414,0.3390801,0.4212665,0,0,41.0,0,0.0,0.0
116141,200110,-1266,-2911.0,-3924.0,-0.33975407,-0.37964824,-0.40971467,0,0,41.5,0,0.0,0.0
116142,200106,-61,-87.0,-131.0,-0.17348345,-0.1911605,-0.25107232,0,0,23.0,0,0.0,0.0
116142,200109,483,724.0,829.0,0.91629076,1.0127009,1.0317957,0,0,23.0,0,0.0,0.0
116142,200112,-514,-716.0,-771.0,-1.017519,-0.9935157,-0.91280305,0,0,23.0,0,0.0,0.0
116144,200104,-199,68.0,-307.0,-0.25972408,0.02887674,-0.11751222,0,0,41.0,0,0.0,0.0
116144,200107,519,45.0,153.0,0.57293946,0.018661126,0.06029007,0,0,41.0,0,0.0,0.0
116144,200110,-175,327.0,958.0,-0.1590647,0.12605694,0.31214148,0,0,41.0,300,0.0,0.0
116147,200109,-47,64.0,21.0,-0.16675705,0.08146997,0.01961763,0,0,85.0,0,0.0,0.0
116147,200112,570,449.0,811.0,1.1633921,0.43754485,0.55974793,0,0,85.0,0,0.0,0.0
116148,200106,-284,-391.0,-830.0,-0.7038807,-0.24724111,-0.3413622,0,0,80.0,0,0.0,0.0
116148,200109,268,-106.0,47.0,0.67499787,-0.07908668,0.02277782,0,0,80.0,0,0.0,0.0
116149,200104,-21,5999.0,5648.0,-0.015435808,1.2496759,1.0261041,0,0,52.0,0,0.0,0.0
116150,200104,-39,-316.0,-448.0,-0.0822381,-0.22346047,-0.23016678,0,0,71.0,0,0.0,0.0
116150,200107,345,1743.0,1692.0,0.5643143,0.8675798,0.68181807,1,0,71.0,0,0.0,0.0
